user_id,course_id,rating
10,16,0
10,17,0
10,18,0
10,19,0
10,20,-1
10,21,-1
10,22,0
10,23,0
10,24,0
10,25,1
10,26,0
10,27,1
10,28,1
10,29,1
10,30,1
11,1,0
11,2,-1
11,3,1
11,4,1
11,5,-1
11,6,-1
11,7,1
11,8,-1
11,9,0
11,10,0
11,11,0
11,12,1
11,13,1
11,14,1
11,15,1
11,16,1
11,17,1
11,18,-1
11,19,1
11,20,1
11,21,0
11,22,1
11,23,1
11,24,0
11,25,1
11,26,0
11,27,0
11,28,1
11,29,1
11,30,-1
12,1,1
12,2,-1
12,3,1
12,4,0
12,5,1
12,6,1
12,7,0
12,8,-1
12,9,1
12,10,1
12,11,1
12,12,1
12,13,1
12,14,1
12,15,1
12,16,0
12,17,-1
12,18,-1
12,19,0
12,20,0
12,21,1
12,22,0
12,23,0
12,24,0
12,25,0
12,26,1
12,27,1
12,28,0
12,29,0
12,30,-1
13,1,1
13,2,0
13,3,1
13,4,1
13,5,0
13,6,-1
13,7,1
13,8,-1
13,9,1
13,10,1
13,11,1
13,12,1
13,13,1
13,14,1
13,15,0
13,16,0
13,17,-1
13,18,-1
13,19,1
13,20,1
13,21,1
13,22,1
13,23,1
13,24,1
13,25,1
13,26,1
13,27,1
13,28,0
13,29,0
13,30,0
14,1,0
14,2,1
14,3,0
14,4,0
14,5,1
14,6,1
14,7,1
14,8,-1
14,9,0
14,10,0
14,11,-1
14,12,1
14,13,1
14,14,1
14,15,1
14,16,1
14,17,1
14,18,1
14,19,0
14,20,0
14,21,0
14,22,0
14,23,1
14,24,0
14,25,0
14,26,-1
14,27,0
14,28,0
14,29,1
14,30,1
15,1,1
15,2,1
15,3,1
15,4,0
15,5,0
15,6,1
15,7,0
15,8,-1
15,9,1
15,10,1
15,11,1
15,12,1
15,13,0
15,14,0
15,15,1
15,16,-1
15,17,0
15,18,0
15,19,0
15,20,0
15,21,1
15,22,0
15,23,-1
15,24,1
15,25,0
15,26,1
15,27,1
15,28,0
15,29,-1
15,30,-1
16,1,1
16,2,-1
16,3,1
16,4,1
16,5,-1
16,6,-1
16,7,0
16,8,-1
16,9,1
16,10,1
16,11,1
16,12,1
16,13,-1
16,14,0
16,15,-1
16,16,-1
16,17,1
16,18,0
16,19,1
16,20,-1
16,21,0
16,22,-1
16,23,-1
16,24,0
16,25,-1
16,26,-1
16,27,1
16,28,0
16,29,0
16,30,-1
17,1,-1
17,2,1
17,3,-1
17,4,0
17,5,0
17,6,1
17,7,1
17,8,-1
17,9,0
17,10,-1
17,11,0
17,12,1
17,13,1
17,14,1
17,15,-1
17,16,0
17,17,-1
17,18,1
17,19,1
17,20,1
17,21,0
17,22,1
17,23,1
17,24,0
17,25,1
17,26,-1
17,27,1
17,28,1
17,29,0
17,30,-1
18,1,1
18,2,1
18,3,1
18,4,0
18,5,0
18,6,-1
18,7,0
18,8,-1
18,9,1
18,10,1
18,11,1
18,12,1
18,13,1
18,14,1
18,15,0
18,16,-1
18,17,-1
18,18,0
18,19,0
18,20,0
18,21,1
18,22,0
18,23,0
18,24,1
18,25,-1
18,26,1
18,27,1
18,28,-1
18,29,1
18,30,0
19,1,1
19,2,1
19,3,-1
19,4,1
19,5,0
19,6,0
19,7,1
19,8,-1
19,9,1
19,10,1
19,11,-1
19,12,1
19,13,1
19,14,0
19,15,1
19,16,1
19,17,1
19,18,-1
19,19,-1
19,20,-1
19,21,1
19,22,-1
19,23,-1
19,24,1
19,25,-1
19,26,0
19,27,1
19,28,0
19,29,0
19,30,-1
20,1,-1
20,2,1
20,3,0
20,4,-1
20,5,0
20,6,1
20,7,-1
20,8,1
20,9,1
20,10,0
20,11,1
20,12,1
20,13,0
20,14,-1
20,15,-1
20,16,1
20,17,1
20,18,-1
20,19,-1
20,20,-1
20,21,1
20,22,1
20,23,-1
20,24,1
20,25,1
20,26,1
20,27,-1
20,28,0
20,29,1
20,30,1
